url	name	album	collection	number	type	rarity	release_date	energy	power	ppe	ability_name	ability_description	tags
https://cuecards.fandom.com/wiki/Coal	Coal	Science	Energy	SEN006	Standard	Common	03 Jan 2020	3	29	9.67	N/A	N/A	
https://cuecards.fandom.com/wiki/Dakosaurus	Dakosaurus	Paleontology	Monsters of the Deep	PMO010	Limited	Common	13 Jan 2021	5	0	0.0	Dak to the Future	(Play)This card gains +45 Power permanently.	
https://cuecards.fandom.com/wiki/Cloning	Cloning	Science	Futurology	SFR003	Limited	Legendary	11 Feb 2022	2	22	11.0	Seeing Double	(Play)All cards in both player's hands with 22 or less Base Power gain +22 Power until played.	
https://cuecards.fandom.com/wiki/Common_Vole	Common Vole	Life on Land	Going Underground	LUN057	Limited	Rare	11 Jun 2023	5	48	9.6	Railway Systems	(Return)If you have played two or moreGoing Undergroundcards this game, two of your remainingGoing Undergroundcards in hand gain +25 Power until played.	
https://cuecards.fandom.com/wiki/Colossal_Squid	Colossal Squid	Oceans	Cephalopods	OCP025	Limited	Epic	25 Mar 2022	8	77	9.62	Inkredible	(Draw)Your Epic and LegendaryCephalopodscards, wherever they are, gain +18 Power permanently.	
https://cuecards.fandom.com/wiki/Corythosaurus	Corythosaurus	Paleontology	Herbivores	PHE034	Standard	Epic	30 Nov 2022	7	75	10.71	Duck-Billed Lizard	(Play)If your deck has 1 or moreReptilescards and 1 or moreSea Birdscards, yourHerbivorescards, wherever they are, gain +16 Power until played.	
https://cuecards.fandom.com/wiki/Crab_Nebula	Crab Nebula	Space	Exploring the Stars	SST014	Limited	Common	11 Mar 2020	6	56	9.33	N/A	N/A	
https://cuecards.fandom.com/wiki/Cowrie	Cowrie	Oceans	Molluscs, Worms and Water Bugs	OMW015	Standard	Epic	11 Nov 2021	5	40	8.0	She Sells Sea Shells By The Sea Shore	(Draw)YourMolluscs, Worms and Water Bugscards, wherever they are, gain +17 Power until played.	
https://cuecards.fandom.com/wiki/Copper_Scroll	Copper Scroll	History	Lost Treasures	ELT003	Limited	Epic	25 Sep 2021	6	59	9.83	Finders, Keepers	(Draw)YourHidden Gemscards in hand cost -1 Energy permanently.(Play)If next toCopperthis card gains +26 Power this turn.	
https://cuecards.fandom.com/wiki/Conquest	Conquest	Arts & Culture	The Four Horsemen	ACFH001	Limited	Common	10 Oct 2022	4	25	6.25	Judgment Day	(Draw)YourThe Four Horsemencards, wherever they are, gain +10 Power and cost +1 Energy until played.(Play)If it's the first turn of a round, this card gains +40 Power.(Return)If you won the turn, yourWarcard, wherever it is, gains +50 Power next turn.	
https://cuecards.fandom.com/wiki/Count_of_St._Germain	Count of St. Germain	History	Hoaxes and Cons	EHC022	Limited	Epic	25 Jan 2023	7	61	8.71	Bewildering Braggadocio	(Play)Your Marvellous Medicine,Excellent ElementsandThe Occultcards, wherever they are, gain +12 Power until played.	
https://cuecards.fandom.com/wiki/Cooper_Black	Cooper Black	Arts & Culture	Gorgeous Graphic Design	ACGD038	N/A	Epic	28 Oct 2024	N/A	76	N/A	Old Style	(Play)If played next toClaude Garamond, yourGorgeous Graphic Designcards, wherever they are, gain+13Power until played. Repeat if played next toTimes New Roman.	
https://cuecards.fandom.com/wiki/Clown_Fish	Clown Fish	Oceans	Fabulous Fish	OFI008	Standard	Epic	13 Dec 2019	4	32	8.0	Finding... Gill?!	(Draw)YourMoorish Idolcard in hand gains +25 Power permanently.	
https://cuecards.fandom.com/wiki/Conophytum_Pageae	Conophytum Pageae	Life on Land	Plant Life	LPL054	Standard	Legendary	08 Jul 2023	6	44	7.33	Lippy	(Play)If your deck has 1 or moreFancy Fashionscards, yourFancy FashionsandPlant Lifecards, wherever they are, gain +18 Power until played.	
https://cuecards.fandom.com/wiki/CoRot-7_b	CoRot-7 b	Space	Exploring the Stars	SST020	Limited	Epic	23 Jun 2020	5	48	9.6	Orbital Velocity	(Draw)This card gains +40 Power this turn.	
https://cuecards.fandom.com/wiki/Common_Spotted_Cuscus	Common Spotted Cuscus	Life on Land	Marsupials	LAL030	Limited	Epic	26 Jan 2022	1	6	6.0	Shy	(Start)Gain +4 Power/Turn permanently.(Play)Lose -26 Power/Turn permanently.	
https://cuecards.fandom.com/wiki/Copperband_Butterflyfish	Copperband Butterflyfish	Oceans	Fabulous Fish	OFI012	Standard	Legendary	07 Jan 2020	8	77	9.62	Picky Eater	(Return)Gain +2:energy/turn: this round.	
https://cuecards.fandom.com/wiki/Date_Palm	Date Palm	Life on Land	Tremendous Trees	LTT029	Limited	Epic	22 Jul 2022	7	40	5.71	It's a date!	(Play)If you are winning the round, gain +60 Power/Turn this turn.	
https://cuecards.fandom.com/wiki/Day_Octopus	Day Octopus	Oceans	Cephalopods	OCP023	Limited	Epic	23 Nov 2021	6	55	9.17	Big Blue	(Draw)If your deck has 8 or moreOceanscards, this card gains +65 Power until played.	
https://cuecards.fandom.com/wiki/Codex_Leicester	Codex Leicester	History	Documented	EDO018	Limited	Legendary	10 Nov 2021	3	30	10.0	Under the Hammer	"(Start)Your cards with ""Da Vinci"" in their name in hand cost -3 Energy until played."	
https://cuecards.fandom.com/wiki/Cleaner_Wrasse	Cleaner Wrasse	Oceans	Fabulous Fish	OFI029	Limited	Epic	03 Oct 2021	6	49	8.17	Salon of the Surf	(Start)A randomOceansand Seas card in your hand gains +15 Power this round.	
https://cuecards.fandom.com/wiki/Comfort_Maple	Comfort Maple	Life on Land	Tremendous Trees	LTT034	Limited	Rare	30 Dec 2022	5	46	9.2	An Ancient Comfort	(Play)YourHistorycards adjacent to this gain +18 Power this turn.	
https://cuecards.fandom.com/wiki/Common_Degu	Common Degu	Life on Land	Going Underground	LUN058	Limited	Epic	11 Jun 2023	6	20	3.33	Highly Social	(Draw)For everyGoing Undergroundcard in your hand, this card gains +20 Power permanently.	
https://cuecards.fandom.com/wiki/Daguerreotype	Daguerreotype	Science	Ingenious Inventions	SNV013	Limited	Rare	11 Aug 2021	4	35	8.75	Say Cheese	(Play)YourSunshine,Mercury,CopperandSilvercards, wherever they are, gain +20 Power until played.	
https://cuecards.fandom.com/wiki/Crinoline	Crinoline	Arts & Culture	Fancy Fashions	ACFF020	Limited	Epic	N/A	7	90	N/A	Beauty Burns	(Draw)This cardBurns (10)for 3 turns.(Play)Gain+30Power Per Turn for 3 turns.	
https://cuecards.fandom.com/wiki/Clouds	Clouds	Science	Forces of Nature	SFN002	Standard	Common	29 Nov 2019	1	10	10.0	N/A	N/A	
https://cuecards.fandom.com/wiki/Cura_Annonae	Cura Annonae	History	The Roman Empire	ERO059	Limited	Rare	01 Jun 2023	5	50	10.0	Grain Dole	(Draw)If you have played anyThe Roman Empirecard this game, yourCurious Cuisinecards, wherever they are, gain +18 Power until played.	
https://cuecards.fandom.com/wiki/Cryolophosaurus	Cryolophosaurus	Paleontology	Carnivores	PCA006	Standard	Common	29 Nov 2019	1	9	9.0	N/A	N/A	
https://cuecards.fandom.com/wiki/Cloaking_Device	Cloaking Device	Science	Futurology	SFR004	Limited	Legendary	15 Mar 2022	5	40	8.0	Cloak Engaged	(Play)Three random cards in your hand gain +35 Power this turn, but reveal after scoring.	
https://cuecards.fandom.com/wiki/Dead_Drops	Dead Drops	History	Espionage	EES007	Standard	Common	02 Feb 2021	7	70	10.0	Trade Secrets	(Draw)A random card in your hand gains +50 Power this turn and this card loses -50 Power this turn.	
https://cuecards.fandom.com/wiki/Daphne	Daphne	Arts & Culture	Greek Mythology	ACGM014	Limited	Common	22 Oct 2020	1	8	8.0	Love/Hate Relationship	(Play)YourApollocard in hand loses -25 Power this turn.	
https://cuecards.fandom.com/wiki/Command_Module_%27Columbia%27	Command Module 'Columbia'	Space	Space Technology	STE012	Standard	Common	29 Nov 2019	2	18	9.0	Splashdown!	(Return)YourApollo 11card in hand gains +18 Power until played.	
https://cuecards.fandom.com/wiki/Colobus_Monkey	Colobus Monkey	Life on Land	Primates	LPR007	Limited	Common	26 Feb 2020	6	52	8.67	N/A	N/A	
https://cuecards.fandom.com/wiki/Commodus	Commodus	History	The Roman Empire	ERO021	Limited	Legendary	24 Nov 2020	2	0	0.0	Gladiators, READY!	(Draw)Your cards in hand gain +20 Power this turn.(Play)YourThe Colosseumcard in hand gains +30 Power this turn.	
https://cuecards.fandom.com/wiki/Cold_Moon	Cold Moon	Space	Moon In Motion	SLP008	Limited	Rare	07 Dec 2022	4	29	7.25	Moon of December	(Play)YourThe Occultcards in hand gain +20 Power this turn and next.	
https://cuecards.fandom.com/wiki/Collared_Aracari	Collared Aracari	Life on Land	Birds	LBI002	Standard	Common	23 Dec 2019	3	24	8.0	N/A	N/A	
https://cuecards.fandom.com/wiki/Da_Vinci,_Master_Artist	Da Vinci, Master Artist	Arts & Culture	Prominent Painters	ACPP010	Standard	Fusion	04 Dec 2020	7	70	10.0	Multi-Talented	(Draw)An opponent's randomSciencecard in handLocks this round.(Return)Your remainingSciencecards in hand gain +15 Power until played and your opponent's cards, wherever they are, cost +1 Energy next turn.	
https://cuecards.fandom.com/wiki/Dahu	Dahu	History	Hoaxes and Cons	EHC008	Limited	Epic	08 Aug 2022	4	37	9.25	Around and Around	(Play)If played next to anyMajestic Mountainscard, yourLife on Landcards, wherever they are, gain +12 Power this round.	
https://cuecards.fandom.com/wiki/Cubesats	Cubesats	Space	Space Technology	STE017	Limited	Rare	01 Mar 2021	4	4	1.0	Hip to be Square	(Play)Your cards, wherever they are, with 4 or less BaseEnergygain +10 Power until played.	
https://cuecards.fandom.com/wiki/Citrine	Citrine	Science	Hidden Gems	SGM029	Limited	Rare	02 Nov 2021	6	54	9.0	Merchant's Stone	(Play)YourMoney, Money, Moneycards, wherever they are, gain +23 Power until played.	
https://cuecards.fandom.com/wiki/Confucius	Confucius	Arts & Culture	Philosophy	ACPH003	Standard	Rare	16 Mar 2020	5	36	7.2	Word to the Wise	(Draw)Your Seven Sages ofAncient Greececards, wherever they are, gain +21 Power until played.	
https://cuecards.fandom.com/wiki/Cryptic_Skink	Cryptic Skink	Life on Land	Reptiles	LRE031	Standard	Legendary	01 Jul 2022	9	90	10.0	Codesnaker	(Play)If played next to anyMega Mathcard, yourReptilescards, wherever they are, gain +6 Power permanently.	
https://cuecards.fandom.com/wiki/Confucian_Analects	Confucian Analects	History	Documented	EDO001	Limited	Common	02 Dec 2020	4	70	17.5	Do unto others...	(Return)Your opponent's remaining cards in hand gain +10 Power this round.	
https://cuecards.fandom.com/wiki/Colombian_Black_Spider_Monkey	Colombian Black Spider Monkey	Life on Land	Life on Land Specials	LEV004	Limited	Rare	23 Jan 2021	4	30	7.5	Welcome to the World!	(Play)If it's the first turn of a round, your cards in hand gain +10 Power this turn.	
https://cuecards.fandom.com/wiki/Cult_of_the_Dead_Cow	Cult of the Dead Cow	History	Secret Societies	ESS022	Standard	Legendary	09 Aug 2023	13	37	2.85	Leetspeak	(Draw)If you have not playedCult of the Dead Cowthis game, this card costs -8 Energy and gains +13 Power permanently.(Play)If your deck has 1 or moreHistoryof the Internet cards, yourSecret Societiescards, wherever they are, gain +23 Power until played.	
https://cuecards.fandom.com/wiki/Darwin%27s_Finches	Darwin's Finches	Life on Land	Birds	LBI044	Standard	Epic	29 Mar 2022	1	12	12.0	Beak Performance	(Play)If you have playedCharles Darwinthis game, yourGalapagos Tortoisescard in hand gains +80 Power this turn.(Draw)If you have playedCharles Darwinthis game, yourCharles Darwincard, wherever it is, costs -2 Energy permanently.	
https://cuecards.fandom.com/wiki/Crooked_Forest	Crooked Forest	History	Weird World	EWO012	Limited	Legendary	22 Sep 2021	7	77	11.0	Mys-tree	(Return)If your deck has 4 or moreTremendous Treescards, your opponent's Legendary cards, wherever they are, cost +2 Energy for 5 turns.	
https://cuecards.fandom.com/wiki/Corned_Beef_Sandwich	Corned Beef Sandwich	Arts & Culture	Curious Cuisine	ACCU050	Standard	Common	24 Feb 2023	2	19	9.5	Sandwich Smuggler	(Play)If played next to John Young, yourSpacecards in hand gain +10 Power this turn.	
https://cuecards.fandom.com/wiki/Dalmatian	Dalmatian	Life on Land	Dogs	LDG022	Limited	Epic	24 Jul 2021	6	2	0.33	99 Problems	(Draw)This card gains +99 Power this turn.	
https://cuecards.fandom.com/wiki/Comet_Borisov	Comet Borisov	Space	Forces of the Universe	SFO023	Limited	Rare	03 May 2021	4	38	9.5	Just Visiting	(Play)YourThe Solar Systemcards, wherever they are, gain +15 Power for 2 turns.	
https://cuecards.fandom.com/wiki/Competitive_Eating	Competitive Eating	Arts & Culture	Good Sports	ACSP039	N/A	Rare	10 Sep 2023	N/A	38	N/A	Chow Down!	(Play)If it's before Round 3 and if you have played 3 or moreCurious Cuisinecards this game, 9 of your randomCurious Cuisinecards, wherever they are, gain+16Power for 4 turns.	
https://cuecards.fandom.com/wiki/Dante_Alighieri	Dante Alighieri	Arts & Culture	The Write Stuff	ACWS003	Limited	Rare	16 Jul 2021	3	27	9.0	Abandon All Hope...	(Play)Your Legendary cards, wherever they are, gain +17 Power for 2 turns.	
https://cuecards.fandom.com/wiki/Daruma_Doll	Daruma Doll	History	Japanese Folklore	EJF002	Limited	Legendary	31 Dec 2021	3	10	3.33	Good Luck!	(Start)If you are winning the round, this card gains +20 Power until played.	
https://cuecards.fandom.com/wiki/Croquet	Croquet	Arts & Culture	Good Sports	ACSP034	Standard	Rare	24 Nov 2022	2	20	10.0	Extra Shot	(Return)If you won the turn, gain +20 Power/Turn next turn.	
https://cuecards.fandom.com/wiki/Copper	Copper	Science	Excellent Elements	SEL010	Standard	Epic	25 Jul 2020	2	19	9.5	Fair Cop	(Return)If you lost the turn, gain +38 Power/Turn next turn.	
https://cuecards.fandom.com/wiki/Codex_Gigas	Codex Gigas	History	Documented	EDO033	Limited	Legendary	28 Jul 2023	5	49	9.8	Devil's Bible	"(Draw)Your cards with ""Devil"" or ""Hell"" in the name, wherever they are, gain +29 Power until played."	
https://cuecards.fandom.com/wiki/Crystal_Skull	Crystal Skull	History	Hoaxes and Cons	EHC034	Limited	Rare	29 Jun 2023	6	65	10.83	Chiselled Features	(Play)YourHidden Gemscards, wherever they are, gain +10 Power permanently.	
https://cuecards.fandom.com/wiki/Croque_Madame	Croque Madame	Arts & Culture	Curious Cuisine	ACCU064	Standard	Rare	N/A	6	49	N/A	The Bechamel Test	(Draw)This card and yourMac 'n' Cheesecard, wherever it is, gains+25Power until played.	
https://cuecards.fandom.com/wiki/Cleobulus	Cleobulus	History	Ancient Greece	EAG028	Standard	Rare	29 Jun 2021	3	26	8.67	Upon the Tomb of Midas	(Play)Your other Seven Sages ofAncient Greececards in hand gain +10 Power this turn.(Return)YourKing Midascard, wherever it is, costs -3 Energy until played.	
https://cuecards.fandom.com/wiki/Crystal_Ball	Crystal Ball	Arts & Culture	The Occult	ACTO004	Limited	Epic	10 Apr 2022	2	19	9.5	The Fortune Teller	(Return)YourTarotcards, wherever they are, gain +22 Power and cost +1 Energy until played.	
https://cuecards.fandom.com/wiki/Comic_Sans	Comic Sans	Arts & Culture	Gorgeous Graphic Design	ACGD024	Limited	Common	20 May 2023	5	48	9.6	Back 2 Skool	(Play)YourPlaytimecards in hand gain +20 Power this turn.	
https://cuecards.fandom.com/wiki/Common_Body_Plans	Common Body Plans	Science	Donald R. Prothero's Story of Evolution	SPP003	Standard	Common	01 Jun 2021	2	10	5.0	We Have a Lot in Common	(Play)If your deck has 2 or moreBrilliant Human Bodycards, yourLife on Landcards, wherever they are, gain +20 Power this round.	
https://cuecards.fandom.com/wiki/Corpse_Flower	Corpse Flower	Life on Land	Plant Life	LPL017	Standard	Common	04 May 2021	3	31	10.33	Scratch & Sniff	(Play)YourHydnoracard in hand gains +30 Power this turn.	
https://cuecards.fandom.com/wiki/Confractosuchus	Confractosuchus	Paleontology	Ancient Creatures	PAN046	Limited	Legendary	30 May 2023	8	70	8.75	Broken Dinosaur Killer	(Draw)Your otherPaleontologycards in hand cost +2 Energy for 2 turns and, for everyPaleontologycard in your hand, this card gains +20 Power until played.	
https://cuecards.fandom.com/wiki/Date_Masamune	Date Masamune	History	Feudal Japan	EJP006	Standard	Common	28 Nov 2019	3	24	8.0	One Eyed Dragon	(Play)Your opponent loses -10 Power/Turn this turn.	
https://cuecards.fandom.com/wiki/Daspletosaurus	Daspletosaurus	Paleontology	Carnivores	PCA035	Standard	Rare	04 Jan 2022	8	73	9.12	Shred	(Draw)An opponent's random card in hand loses -20 Power for 2 turns.(Play)The card opposite this loses -15 Power this turn.	
https://cuecards.fandom.com/wiki/Comb_Duck	Comb Duck	Oceans	Sea Birds	OBI039	Standard	Rare	05 Aug 2023	6	58	9.67	Bad Hair Day	"(Play)Your cards with ""Hair"" in the name, wherever they are, gain +19 Power until played."	
https://cuecards.fandom.com/wiki/COCONUTS-2b	COCONUTS-2b	Space	Exploring the Stars	SST025	Limited	Rare	08 Sep 2021	4	47	11.75	A Lovely Bunch	(Play)If your deck contains Saturn, gain +13 Power/Turn this round and if your deck contains Jupiter, gain +13 Power/Turn this round.	
https://cuecards.fandom.com/wiki/Crape_Myrtle	Crape Myrtle	Life on Land	Tremendous Trees	LTT037	Limited	Common	13 Feb 2023	4	37	9.25	Myrtle Crown	(Play)All FemaleGreek Mythologycards, in either player's decks, gain +8 Power until played and all non-FemaleGreek Mythologycards, in either player's deck, lose -8 Power until played.	
https://cuecards.fandom.com/wiki/Comb_Sea_Star	Comb Sea Star	Oceans	Around the Reef	ORF006	Limited	Epic	10 May 2022	5	50	10.0	No Known Antidote	(Start)Your opponent loses -3 Power/Turn permanently.	
https://cuecards.fandom.com/wiki/Cuscuta	Cuscuta	Life on Land	Plant Life	LPL053	Standard	Rare	12 Jun 2023	4	40	10.0	Doddering Around	(Draw)AllPlant Lifecards in both player's hands lose -10 Power this turn.(Return)This card gains +30 Power until played.	
https://cuecards.fandom.com/wiki/Cotton-Top_Tamarin	Cotton-Top Tamarin	Life on Land	Primates	LPR026	Limited	Rare	08 Jul 2021	5	56	11.2	The Mane Event	(Return)YourHaircard, wherever it is, gains +20 Power until played.	
https://cuecards.fandom.com/wiki/Cryodrakon	Cryodrakon	Paleontology	Fearsome Flyers	PFF013	Limited	Epic	14 Jul 2020	5	55	11.0	Cry Some More	(Play)If this card matches the Arena, this card gains +55 Power this turn.	
https://cuecards.fandom.com/wiki/Coati	Coati	Life on Land	Mammals	LMA001	Standard	Common	22 Dec 2019	6	52	8.67	N/A	N/A	
https://cuecards.fandom.com/wiki/Cosmic_Microwave_Background	Cosmic Microwave Background	Space	Forces of the Universe	SFO030	Limited	Epic	13 Jun 2022	6	44	7.33	Leftover	(Draw)If your deck contains The Big Bang, your opponent loses -17 Power/Turn and loses -1:energy/turn: for 6 turns.	
https://cuecards.fandom.com/wiki/Dante%27s_Inferno	Dante's Inferno	History	Documented	EDO026	Crafted	Rare	31 Oct 2022	6	40	6.67	Dante's Journey	(Play)If you have playedDante Alighierithis game and if you have lost 1 round this game, gain +9 Power/Turn for 9 turns.	
https://cuecards.fandom.com/wiki/Coterel_Gang	Coterel Gang	Arts & Culture	The Legend of Robin Hood	ACRH005	Limited	Rare	25 Apr 2022	3	22	7.33	Inspiration?	(Draw)For every time this card has been played this game, give your [[:Category:The Legend ofRobinHood|The Legend ofRobinHood]] cards, wherever they are, +9 Power until played.	
https://cuecards.fandom.com/wiki/Cormorant	Cormorant	Oceans	Sea Birds	OBI001	Standard	Common	20 Apr 2020	1	9	9.0	Hold your Breath	(Return)Gain +9 Power/Turn next turn.	
https://cuecards.fandom.com/wiki/Commerson%27s_Dolphin	Commerson's Dolphin	Oceans	Ocean Mammals	OMA032	Limited	Epic	11 Oct 2021	6	57	9.5	See-Food Diet	(Draw)If your deck contains Giant Panda, your Crustaceans, Cephalopods,Feisty FishandFabulous Fishcards, wherever they are, gain +13 Power until played.	
https://cuecards.fandom.com/wiki/Common_Cuckoo	Common Cuckoo	Life on Land	Birds	LBI045	Standard	Rare	28 Apr 2022	4	0	0.0	Cuckoo Mafia	(Play)For every Bird card in your deck, this card gains +4 Power this turn.	
https://cuecards.fandom.com/wiki/Dsungaripterus	Dsungaripterus	Paleontology	Fearsome Flyers	PFF015	Limited	Common	07 Oct 2020	2	40	20.0	Short Bursts	(Draw)This card loses -15 Power permanently.	
https://cuecards.fandom.com/wiki/Dewdrop_Spider	Dewdrop Spider	Life on Land	Bugs	LBU050	Limited	Epic	01 Nov 2022	7	67	9.57	Web Invader	(Draw)YourHistoryof the Internet cards, wherever they are, gain +20 Power until played.	
https://cuecards.fandom.com/wiki/Dwarf_Hotot	Dwarf Hotot	Life on Land	Going Underground	LUN049	Limited	Legendary	23 Nov 2022	6	43	7.17	Circled Eyes	(Play)If played between twoLife on Landcards, yourLife on Landcards in hand gain +24 Power until played.	
https://cuecards.fandom.com/wiki/Draco	Draco	Space	Constellations	SCO005	Standard	Common	02 Jan 2020	7	62	8.86	N/A	N/A	
https://cuecards.fandom.com/wiki/Denise%27s_Pygmy_Seahorse	Denise's Pygmy Seahorse	Life on Land	Little Critters	LCR007	Limited	Epic	13 Dec 2021	4	38	9.5	Santa's Seahorse	(Draw)If your deck has 3 or moreMythical Creaturescards, yourFestive Traditionscards, wherever they are, gain +23 Power for 3 turns (and vice versa).	
https://cuecards.fandom.com/wiki/Dreyfuss_Model_500	Dreyfuss Model 500	Science	Grand Designs	SGD009	Standard	Common	13 Apr 2021	9	99	11.0	Dial It Up	(Play)This card gains +10 Power permanently.	
https://cuecards.fandom.com/wiki/Devil%27s_Tower	Devil's Tower	Science	Natural Monuments	SMO015	Limited	Rare	16 Sep 2021	5	46	9.2	Close Encounters	(Play)If your deck has 2 or moreExploring the Starscards, gain +6 Power/Turn this round. Repeat forPlanetsideand The Solar System	
https://cuecards.fandom.com/wiki/Edgar_Allan_Poe	Edgar Allan Poe	Arts & Culture	The Write Stuff	ACWS014	Limited	Legendary	30 Oct 2021	5	50	10.0	Poe Faced	(Draw)If your deck contains Raven, gain +24 Power/Turn for 4 turns.(Play)If played next toSiamese, yourSiamesecard in hand gains +38 Power permanently.	
https://cuecards.fandom.com/wiki/Drop_Bear	Drop Bear	History	Hoaxes and Cons	EHC001	Limited	Legendary	01 Apr 2022	6	57	9.5	The Carnivorous Koala	(Play)If you have playedKoalathis game, yourCarnivorescards, wherever they are, gain +18 Power until played.	
https://cuecards.fandom.com/wiki/Eggs_Benedict	Eggs Benedict	Arts & Culture	Arts & Culture Specials	ACEV006	Standard	Rare	31 Mar 2021	4	38	9.5	Poach	(Play)YourCurious Cuisinecards in hand gain +12 Power this turn.	
https://cuecards.fandom.com/wiki/Dryad	Dryad	Arts & Culture	Greek Mythology	ACGM074	Limited	Legendary	27 Dec 2022	7	55	7.86	Enchanting	(Play)If your deck contains Angel Oak, yourTremendous TreesandMythical Creaturescards, wherever they are, gain +12 Power until played. Repeat if your deck contains Will-o'-the-Wisp.	
https://cuecards.fandom.com/wiki/Edward_Low	Edward Low	History	Plundering Pirates	EPP023	Limited	Epic	16 Mar 2022	5	47	9.4	The Golden Age of Piracy	(Return)If your deck has 14 or morePlundering Piratescards, yourPlundering Piratescards, wherever they are, gain +16 Power until played.	
https://cuecards.fandom.com/wiki/Diabolus_in_Musica	Diabolus in Musica	Arts & Culture	Musically Minded	ACMU002	Standard	Epic	30 Oct 2021	4	44	11.0	Dance With The Devil	(Play)If you have playedThe Chromatic Scalethis game, yourHorrible Halloweencards, wherever they are, gain +13 Power permanently.	
https://cuecards.fandom.com/wiki/El_Pirata_Cofres%C3%AD	El Pirata Cofresí	History	Plundering Pirates	EPP017	Limited	Common	10 Jun 2021	2	8	4.0	The Cutthroat of Cabo Rojo	(Return)Two opponent's random cards in hand lose -16 Power until played.	
https://cuecards.fandom.com/wiki/Doppler_Effect	Doppler Effect	Science	Dizzying Discoveries	SDD026	Limited	Legendary	19 Nov 2021	6	63	10.5	Pitch Up	(Draw)YourSciencecards in hand gain +30 Power and cost -1 Energy for 2 turns.(Return)Your remainingSciencecards in hand lose -15 Power permanently.	
https://cuecards.fandom.com/wiki/Edward_Gorey	Edward Gorey	Arts & Culture	The Write Stuff	ACWS038	Limited	Common	01 Mar 2023	2	22	11.0	Literary Nonsense	(Play)If your deck contains at least 1Horrible Halloweencard, yourPlaytimecards, wherever they are, gain +13 Power this round.	
https://cuecards.fandom.com/wiki/Dodo	Dodo	Paleontology	Ancient Creatures	PAN032	Limited	Legendary	26 Jun 2022	7	32	4.57	Symbol of Extinction	(Draw)YourPaleontologycards, wherever they are, cost -1 Energy this round and gain +33 Power this turn.	
https://cuecards.fandom.com/wiki/Dying_Star	Dying Star	Space	Space Oddities	SOD005	Standard	Common	29 Nov 2019	1	10	10.0	N/A	N/A	
https://cuecards.fandom.com/wiki/December_Moth	December Moth	Life on Land	Beautiful Butterflies	LBB026	Standard	Legendary	13 Dec 2021	3	25	8.33	The Wings of Winter	(Play)If your deck has 4 or moreForces of Naturecards, your Birds,Sea BirdsandBeautiful Butterfliescards, wherever they are, gain +16 Power this round.	
https://cuecards.fandom.com/wiki/Eastern_Diamondback_Rattlesnake	Eastern Diamondback Rattlesnake	Life on Land	Venomous Creatures	LVE022	Limited	Legendary	10 Feb 2021	7	55	7.86	Death Rattle	(Return)If you lost the turn, your cards, wherever they are, gain +18 Power this round.	
https://cuecards.fandom.com/wiki/Diana	Diana	History	The Roman Empire	ERO047	Limited	Legendary	07 Oct 2022	4	39	9.75	Hunter × Hunter	(Draw)If your deck contains Artemis, yourThe Roman EmpireandGreek Mythologycards, wherever they are, cost -1 Energy until played.	
https://cuecards.fandom.com/wiki/Edward_Hopper	Edward Hopper	Arts & Culture	Prominent Painters	ACPP026	Limited	Rare	31 Dec 2021	7	66	9.43	Nighthawks	(Draw)If your deck has 3 or moreCurious Cuisinecards, yourBirdscards in hand gain +10 Power until played.	
https://cuecards.fandom.com/wiki/Doge	Doge	Science	History of the Internet	SHN004	Limited	Legendary	27 May 2022	4	21	5.25	wow much ability	(Play)If your deck contains Shiba Inu, yourDogscards, wherever they are, gain +19 Power until played.	
https://cuecards.fandom.com/wiki/Dutch_Orange	Dutch Orange	Arts & Culture	Colors	ACCO003	Standard	Epic	30 Aug 2022	2	30	15.0	Spectrum of Color	(Play)If you have playedRosso Corsathis game, yourNaples Yellowcard, wherever it is, gains +20 Power permanently.(Return)If you have playedRosso Corsathis game, yourNaples Yellowcard, wherever it is, costs +1 Energy until played.	
https://cuecards.fandom.com/wiki/Eastern_Hognose_Snake	Eastern Hognose Snake	Life on Land	Reptiles	LRE032	Limited	Epic	05 Jul 2022	7	48	6.86	A Cunning Plan...	(Return)If you lost the turn, yourReptilescards, wherever they are, gain +22 Power until played.	
https://cuecards.fandom.com/wiki/Dr._Jekyll	Dr. Jekyll	Arts & Culture	Horrible Halloween	ACHA011	Limited	Rare	30 Oct 2021	3	30	10.0	Hyde & Seek	(Draw)If you have playedMr Hydethis game, it and this card gain +35 Power until played.	
https://cuecards.fandom.com/wiki/Easter_Island_Statues	Easter Island Statues	History	History Specials	HEV004	Standard	Fusion	12 Apr 2020	8	77	9.62	Gift of the Moai	(Draw)Gain +5 Energy.	
https://cuecards.fandom.com/wiki/Earthrise	Earthrise	Space	Space Special Fusions	FSP011	Standard	Ultra-Fusion	N/A	7	69	9.86	Discover the Earth	PlayIf your deck contains exactly 7Sciencecards, yourSpacecards, wherever they are, gain +18 Power until played.	
https://cuecards.fandom.com/wiki/Ecuadorian_Hermit_Crab	Ecuadorian Hermit Crab	Oceans	Crustaceans	OCE003	Limited	Common	25 Mar 2020	7	62	8.86	N/A	N/A	
https://cuecards.fandom.com/wiki/Don_Quixote	Don Quixote	History	Documented	EDO030	Limited	Rare	28 May 2023	5	45	9.0	This May Be Madness	(Play)Your Rare cards in hand gain +18 Power this turn.	
